_Kode,_Judul,_Tahun,_Seniman,_Ukuran,_Media,_Pameran,_Lokasi,_Deskripsi,@images,_PDF,_Link,@QR-Images
LK/322/GNU/18/BBY/TM,Tribute for Sudan (Fragment The Antropocene Era),2018,Gunadi Uwuh,40 x 40 cm,"Hot engraving technique at waste plastic, wood-board, iron-sand, acrylic paint",TANDA MATA XIII,C06-1,,/TM-Low/LK322GNU18BBYTM.jpeg,LK_322_GNU_18_BBY_TM.pdf,https://drive.google.com/file/d/1XH2QGxWPJec44PGHka4wX7kHX7BmWIkl/view?usp=drivesdk,
LK/323/EWS/18/BBY/TM,Surrender,2018,Eiwand Suryo,95 x 124 cm,Mix media di atas kanvas,TANDA MATA XIII,D01-2,,/TM-Low/LK323EWS18BBYTM.jpeg,LK_323_EWS_18_BBY_TM.pdf,https://drive.google.com/file/d/1znOWGCf-X4YjvVxh8VuGZrHCOiAJt7rV/view?usp=drivesdk,
LK/324/APT/18/BBY/TM,On The Spot Painting,2018,Arbi Putra,"39,3 x 49 cm",Akrilik di atas kanvas,TANDA MATA XIII,C05-2,,/TM-Low/LK324APT18BBYTM.jpeg,LK_324_APT_18_BBY_TM.pdf,https://drive.google.com/file/d/1696chJgZ8RfRyuvPzmMCPfAKKl1DCh0W/view?usp=drivesdk,
LK/325/ADA/18/BBY/TM,Menantang Maut di Pantai Parangtritis,2018,Adi Ardiansyah,20 x 15 cm,Akrilik di atas kanvas,TANDA MATA XIII,C05-1,,/TM-Low/LK325ADA18BBYTM.jpeg,LK_325_ADA_18_BBY_TM.pdf,https://drive.google.com/file/d/1-bnrH1PtMlw481FL-QSPF2geniUZkbLt/view?usp=drivesdk,
LK/326/BSD/18/BBY/TM,Di Sekitar Sewon,2018,Bagus Sadewa,25 x 20 cm,Akrilik diatas kanvas,TANDA MATA XIII,C05-1,,/TM-Low/LK326BSD18BBYTM.jpeg,LK_326_BSD_18_BBY_TM.pdf,https://drive.google.com/file/d/1q8fNGoO96lfuSQmGzZhYN0XpW3C0IKwl/view?usp=drivesdk,
LK/327/RPP/18/BBY/TM,Perumahan Kali Code,2018,Ramadhyan Putri Pertiwi,60 x 50 cm,Akrilik di atas kanvas,TANDA MATA XIII,C10-1,,/TM-Low/LK327RPP18BBYTM.jpeg,LK_327_RPP_18_BBY_TM.pdf,https://drive.google.com/file/d/1DXjYIzk4OsyMGOoM-Zf-VPvFuZhve9c2/view?usp=drivesdk,
LK/328/PPW/18/BBY/TM,Pernikahan Mas Tiyok dan Mba Sri,2018,Putri Pertiwi,70 x 80 cm,Akrilik di atas kanvas,TANDA MATA XIII,C17-1,,/TM-Low/LK328PPW18BBYTM.jpeg,LK_328_PPW_18_BBY_TM.pdf,https://drive.google.com/file/d/1ZKq1CYDT9V8Pi2k2IgAKcqqUTlPlS81g/view?usp=drivesdk,
LK/329/MOL/18/BBY/TM,Beautiful Harmony,2018,Mola,200 x 150 cm,acrylic on canvas,TANDA MATA XIII,E05-1,,/TM-Low/LK329MOL18BBYTM.jpeg,LK_329_MOL_18_BBY_TM.pdf,https://drive.google.com/file/d/1YylyGOcaE04z-qXfvXdh-dO5DnAtnScJ/view?usp=drivesdk,
LK/330/MBS/00/BBY/TM,Wayang Zaman,2000,Moch. Basori,40 x 60 cm,Akrilik di atas kanvas,TANDA MATA XIII,D08-1,,/TM-Low/LK330MBS00BBYTM.jpeg,LK_330_MBS_00_BBY_TM.pdf,https://drive.google.com/file/d/1VcIXPCriN1iEJ8T79Kw1mfVXBwnNHqNW/view?usp=drivesdk,
LK/331/APT/16/BBY/TM,Wanita Penggoda,2016,Arbi Putra (Kelompok APTIC),80 x 90 cm,Akrilik di atas kanvas,TANDA MATA XIII,D08-1,,/TM-Low/LK331APT16BBYTM.jpeg,LK_331_APT_16_BBY_TM.pdf,https://drive.google.com/file/d/1_hmb_okx1h1uFs8Zzi7w6SrA5KMhkBEF/view?usp=drivesdk,
LK/332/HDV/19/BBY/TM,Ambrosia,2019,Harindarvati,100 x 80 cm,Akrilik di atas kanvas,TANDA MATA XIII,C11-1,,/TM-Low/LK332HDV19BBYTM.jpeg,LK_332_HDV_19_BBY_TM.pdf,https://drive.google.com/file/d/1FLJwiWY6kp8sF92LEiGZvSstHN8YCKVD/view?usp=drivesdk,
LK/333/ASY/17/BBY/TM,Menghadapi Dilema,2017,Agung Suryahadi,50 x 40 cm,Akrilik di atas kanvas,TANDA MATA XIII,C13-2,,/TM-Low/LK333ASY17BBYTM.jpeg,LK_333_ASY_17_BBY_TM.pdf,https://drive.google.com/file/d/1OxjUWspp7eDw4H5zRWRUFlgH2-wCGZgS/view?usp=drivesdk,
LK/334/SBD/18/BBY/TM,Kuda Kuning,2018,Subandi Giyanto,80 x 80 cm,"Akrilik di atas kanvas, teknik sungging",TANDA MATA XIII,C13-2,,/TM-Low/LK334SBD18BBYTM.jpeg,LK_334_SBD_18_BBY_TM.pdf,https://drive.google.com/file/d/1WYC0jWmhiDNleVPVF2N7tlc6Ektaq3x6/view?usp=drivesdk,
LK/335/LDA/19/BBY/TM,Semoga Kau Mencintaiku Apa Adanya,2019,Luddy Astaghis,100 x 100 cm,Akrilik di atas kanvas,TANDA MATA XIII,C16-1,,/TM-Low/LK335LDA19BBYTM.jpeg,LK_335_LDA_19_BBY_TM.pdf,https://drive.google.com/file/d/1BDs2LUeY2yzZGGOIzIuYB65bAb6SPhmN/view?usp=drivesdk,
LK/336/WSM/18/BBY/TM,Arah dan Tujuan,2018,Widi S Martodiharjo,"69,4 x 84 cm","Akrilik, Bolpoin di atas kertas",TANDA MATA XIII,C04-1,,/TM-Low/LK336WSM18BBYTM.jpeg,LK_336_WSM_18_BBY_TM.pdf,https://drive.google.com/file/d/1shiZ70WiHBHeky2NS5zbNLFix5WogRfQ/view?usp=drivesdk,
LK/337/KBD/18/BBY/TM,Maternity,2018,Kusbudiyanto,100 x 100 cm,Akrilik di atas kanvas,TANDA MATA XIII,D13-1,,/TM-Low/LK337KBD18BBYTM.jpeg,LK_337_KBD_18_BBY_TM.pdf,https://drive.google.com/file/d/1Kap9Ak-Jz2Hlt27uW8ubUbuIw6gEMjA9/view?usp=drivesdk,
LK/338/HSA/18/BBY/TM,Doa,2018,Haryo SAS,39 x 46 cm,Pensil di atas kertas,TANDA MATA XIII,D07-1,,/TM-Low/LK338HSA18BBYTM.jpeg,LK_338_HSA_18_BBY_TM.pdf,https://drive.google.com/file/d/1TuuIAHcKvX9Vieo2a6_nl2PenIG49LUL/view?usp=drivesdk,
LK/339/RPG/18/BBY/TM,Hutan Bangkel,2018,Ruslan Pangeran,50 x 65 cm,Akrilik di atas kanvas,TANDA MATA XIII,C09-1,,/TM-Low/LK339RPG18BBYTM.jpeg,LK_339_RPG_18_BBY_TM.pdf,https://drive.google.com/file/d/1YaNK6dqVHS17HFNl4z_Rn8ek9E8Ozeky/view?usp=drivesdk,
LK/340/KJL/19/BBY/TM,Pilis,2019,Kiki Juliansah,100 x 120 cm,Cat minyak di atas kanvas,TANDA MATA XIII,C13-2,,/TM-Low/LK340KJL19BBYTM.jpeg,LK_340_KJL_19_BBY_TM.pdf,https://drive.google.com/file/d/1L8YzciUXigQlbgFh_oWFMB1PWzYa7YVh/view?usp=drivesdk,
LK/341/IWD/19/BBY/TM,Menyatu Dengan Alam,2019,Irwan Widjayanto,38 x 56 cm,Cat air di atas kertas arches,TANDA MATA XIII,E02-2,,/TM-Low/LK341IWD19BBYTM.jpeg,LK_341_IWD_19_BBY_TM.pdf,https://drive.google.com/file/d/1qtynR9qW5OVVo37lWqF5Z8juxZgminv6/view?usp=drivesdk,
LK/342/NWD/19/BBY/TM,Sudut Penang,2019,Nanang Widjaya,56 x 38 cm,Cat air di atas kertas arches 300 gram,TANDA MATA XIII,D05-2,,/TM-Low/LK342NWD19BBYTM.jpeg,LK_342_NWD_19_BBY_TM.pdf,https://drive.google.com/file/d/1KaBTAZhqyZjE3cJ76XxLrEfNewz-AySg/view?usp=drivesdk,
LK/343/MYT/19/BBY/TM,Artchamp Melcose,2019,Moelyoto,56 x 38 cm,Cat air di atas kertas arches 300 gram,TANDA MATA XIII,D05-2,,/TM-Low/LK343MYT19BBYTM.jpeg,LK_343_MYT_19_BBY_TM.pdf,https://drive.google.com/file/d/1vfGm6UomOCtIMPJv97bnkOPzlDsC9WMn/view?usp=drivesdk,
LK/344/YYS/02/BBY/TM,Semangat Besar,2002,Yayat Surya,145 x 200 cm,Akrilik di atas kanvas,,E05-2,"Mosaik warna yang terserak di sekujur bidang kanvas adalah ciri khas karya Yayat Surya. Bidang-bidang warna dari empat persegi panjang, yang digoreskan secara horisontal maupun vertikal di susun dengan rapi memenuhi seluruh permukaan. Pecahan warna-warna tersebut dimaksudkan sebagai ruang meditatif, I-Ching, sebagai menu utama penciptaan karyanya.",/TM-Low/LK344YYS02BBYTM.jpeg,LK_344_YYS_02_BBY_TM.pdf,https://drive.google.com/file/d/1lwXAP2ush5vmydZjlEJZOdaIPfBXJ_XM/view?usp=drivesdk,
LK/345/BPS/10/BBY/TM,Jangan Bilang-Bilang Siapa,2010,"Buyung ""Pluto"" Sucipto",100 x 127 cm,Cat minyak di kanvas,TANDA MATA X,E03-2,,/TM-Low/LK345BPS10BBYTM.jpeg,LK_345_BPS_10_BBY_TM.pdf,https://drive.google.com/file/d/1DGKEvndogrWmpciivPT6Ml8-Bfvm1zAg/view?usp=drivesdk,
LK/346/GRS/--/BBS/TM,-,,Galih Reza Suseno,72 x 62 cm,Cat air di atas kertas,,E08-1,,/TM-Low/LK346GRSBBSTM.jpeg,LK_346_GRS_--_BBS_TM.pdf,https://drive.google.com/file/d/1Bet4vV3FlqkKd2JzCdds6TCgwqXl9pYi/view?usp=drivesdk,
LK/347/WHY/14/BBS/TM,Buah Pohon Budi –,2014,Wahyudi,140 x 90 cm,mixed media,,D12-2,,/TM-Low/LK347WHY14BBSTM.jpeg,LK_347_WHY_14_BBS_TM.pdf,https://drive.google.com/file/d/11KnkU6s2y5HbkafrEoJlbrQd1H9i5ExQ/view?usp=drivesdk,
LK/348/ANZ/05/BBY/TM,Badai,2005,Akhmad Nizam,95 x 75 cm,"Tembaga, Canvas",TANDA MATA VI,D08-2,,/TM-Low/LK348ANZ05BBYTM.jpeg,LK_348_ANZ_05_BBY_TM.pdf,https://drive.google.com/file/d/1F3m0vfmONmV6ezhDKSWRhrCBlzH113GG/view?usp=drivesdk,
LK/349/MEL/12/BBY/TM,Jalan Panjang Sang Sastrawan,2012,Melodia,50 x 70 cm,Akrilik diatas kertas,,C13-1,,/TM-Low/LK349MEL12BBYTM.jpeg,LK_349_MEL_12_BBY_TM.pdf,https://drive.google.com/file/d/1M03ooVWoe9Tw4a3PVRYQmt5wI-fadhP7/view?usp=drivesdk,
LK/350/JPR/15/BBY/TM,Awas Celeng,2015,Joseph Praba,50 x 60 cm,,,C10-1,,/TM-Low/LK350JPR15BBYTM.jpeg,LK_350_JPR_15_BBY_TM.pdf,https://drive.google.com/file/d/10YsNpg-dK7epeA7M4VGeYyLi4AobgSgz/view?usp=drivesdk,
LK/351/AGB/-/BBY/TM,Kamasutra,,Agus Budiyanto,76 x 56 cm,Watercolor on fabriano paper,,D17-1,,/TM-Low/LK351AGBBBYTM.jpeg,LK_351_AGB_-_BBY_TM.pdf,https://drive.google.com/file/d/11273VE2n2h5ORA5xy0xboBx1rQXNQ92q/view?usp=drivesdk,
LK/352/SWW/17/BBY/TM,Musyawarah Para Topeng,2017,Sri Warso Warsono,80 x 70 cm,canvas,,C15-2,,/TM-Low/LK352SWW17BBYTM.jpeg,LK_352_SWW_17_BBY_TM.pdf,https://drive.google.com/file/d/1XH5upi2L_zO23MEeNznq7GjB-nYEb6rO/view?usp=drivesdk,
LK/353/GGW/19/BBJ/TM,Toleransi,2019,Gigih Wiyono,70 x 90 cm,acrylic on canvas,,C11-2,,/TM-Low/LK353GGW19BBJTM.jpeg,LK_353_GGW_19_BBJ_TM.pdf,https://drive.google.com/file/d/18WMKizG4hFEzt6_XSwmx7p0UNmvFj3FQ/view?usp=drivesdk,
LK/354/MWI/95/BBY/TM,The Shadow of Triangle,1995,I Made Wianta,89 x 119 cm,acrylic on canvas,,D10-2,,/TM-Low/LK354MWI95BBYTM.jpeg,LK_354_MWI_95_BBY_TM.pdf,https://drive.google.com/file/d/1o6o2MR3MjYkPn63FGTi3y55dX0186scp/view?usp=drivesdk,
LK/355/OMY/15/BBY/TM,Smile,2015,Omay ft Asri NP,145 x 145 cm,acrylic on canvas,,E06-1,,/TM-Low/LK355OMY15BBYTM.jpeg,LK_355_OMY_15_BBY_TM.pdf,https://drive.google.com/file/d/1etubC0GSL14waE3vcvTKQ2O2dCX3ST9H/view?usp=drivesdk,
LK/356/ABS/11/BBY/TM,Tidur di Depan laptop,2011,Aris Budiono Sadjad,145 x 145 cm,acrylic on canvas,,E07-1,,/TM-Low/LK356ABS11BBYTM.jpeg,LK_356_ABS_11_BBY_TM.pdf,https://drive.google.com/file/d/11PaYQqnMB8Ox4487U1FuY_PmH6nBOzVq/view?usp=drivesdk,
LK/357/OTN/14/BBS/TM,Dapat Wangsit –,2014,Oentoeng Nugroho,140 x 150 cm,Acrylic on canvas,,E06-1,,/TM-Low/LK357OTN14BBSTM.jpeg,LK_357_OTN_14_BBS_TM.pdf,https://drive.google.com/file/d/1Xh3MWR8hDbEav_9vCwG9faAOccvoKVQj/view?usp=drivesdk,
LK/358/WRB/18/BBS/TM,Sejauh apa jalanmu sudah?,2018,William Robert,77 x 66 cm,Media campuran diatas kertas,,D13-1,,/TM-Low/LK358WRB18BBSTM.jpeg,LK_358_WRB_18_BBS_TM.pdf,https://drive.google.com/file/d/1T7FPnHAfiIbhuh_1MlKeXuy2iiGjtC9h/view?usp=drivesdk,
LK/359/JPR/13/BBY/TM,Sonata Waktu,2013,Joseph Praba,180 x 200 cm,"oil paint, kolase on canvas",,E06-2,,/TM-Low/LK359JPR13BBYTM.jpeg,LK_359_JPR_13_BBY_TM.pdf,https://drive.google.com/file/d/1kLvMVQjvCoghUvFXw-Ovg7mSRcwrbJb_/view?usp=drivesdk,
LK/360/NGY/15/BBY/TM,Tanah Duka,2015,Nanang Yulianto,180 x 140 cm,mixed media,,E04-1,,/TM-Low/LK360NGY15BBYTM.jpeg,LK_360_NGY_15_BBY_TM.pdf,https://drive.google.com/file/d/19SjhohU0gmUKN7rQYlqs96uett7EmvC0/view?usp=drivesdk,
LK/361/MNR/98/BBY/TM,Kompozycjaz Motywemsawat,1998,Monika Rdest,59 x 49 cm,Batik di atas kain,TANDA MATA IX,C03-1,,/TM-Low/LK361MNR98BBYTM.jpeg,LK_361_MNR_98_BBY_TM.pdf,https://drive.google.com/file/d/1CxJ8OLeD63y-j6egbVXpLx5ecltjtbV7/view?usp=drivesdk,
LK/362/SED/13/BBY/TM,Dialog,2013,S.E Dewantoro,150 x 100 cm,acrylic on canvas,TANDA MATA X,E06-2,,/TM-Low/LK362SED13BBYTM.jpeg,LK_362_SED_13_BBY_TM.pdf,https://drive.google.com/file/d/1yBB-IvWk7yAgGpCE6PNinQGpeVRdo_7p/view?usp=drivesdk,
LK/363/AFI/20/BBY/TM,Our Legend,2020,"Ahmad Faisal Ismail ""Sukribo""",30 x 40 cm,Spidol di atas kertas,,C10-1,,/TM-Low/LK363AFI20BBYTM.jpeg,LK_363_AFI_20_BBY_TM.pdf,https://drive.google.com/file/d/15Azo5CbcC6x0ost3122soZ7_EpeMyvVD/view?usp=drivesdk,
LK/364/AFI/-/BBY/TM,Becermin,,"Ahmad Faisal Ismail ""Sukribo""",44 x 33 cm,Mixmedia,,D10-2,,/TM-Low/LK364AFIBBYTM.jpeg,LK_364_AFI_-_BBY_TM.pdf,https://drive.google.com/file/d/1RKYBmAuQWFO7MkqRXdi5BAZeB4zzHah8/view?usp=drivesdk,
LK/365/BPR/19/BBY/TM,Pedestrian Bootloop,2019,Boby Prabowo,30 x 30 cm,,,C05-2,,/TM-Low/LK365BPR19BBYTM.jpeg,LK_365_BPR_19_BBY_TM.pdf,https://drive.google.com/file/d/1xV_cvs28ms_LyJXJop-s2JJ1MQH0vVP0/view?usp=drivesdk,
LK/366/TNG/16/BBY/TM,Alam Menyediakan,2016,Tonang (Et-Khanafi),30 x 30 cm,"Ink, acrylic on canvas",,C05-2,,/TM-Low/LK366TNG16BBYTM.jpeg,LK_366_TNG_16_BBY_TM.pdf,https://drive.google.com/file/d/1AMDSfhtl8d_bz4urb7KXbCfScVRs7-w_/view?usp=drivesdk,
LK/367/DAM/18/BBS/TM,Balai Soedjatmoko,2018,Damar,,Cat air di atas kertas,,E08-1,,/TM-Low/LK367DAM18BBSTM.jpeg,LK_367_DAM_18_BBS_TM.pdf,https://drive.google.com/file/d/1tf5YgZN8JUfwNsoz7eptbhJSuRHdXCas/view?usp=drivesdk,
LK/368/OBS/13/BBY/TM,Naga Kini II,2020,Otok Bima Sidarta,80 x 60 cm,,,D09-2,,/TM-Low/LK368OBS13BBYTM.jpeg,LK_368_OBS_13_BBY_TM.pdf,https://drive.google.com/file/d/1wt0jJWuh-Nai2M7IrMv6DUNU6pmTiD2U/view?usp=drivesdk,
LK/369/AAH/18/BBS/TM,"Nuansa alam, Irama ombak pantai selatan",2018,Arfial Arsad Hakim,50 x 60 cm,Cat minyak di kanvas,,D06-1,,/TM-Low/LK369AAH18BBSTM.jpeg,LK_369_AAH_18_BBS_TM.pdf,https://drive.google.com/file/d/1JJaqHil2xNPe-YMGop2mjfBdkrmO3zdA/view?usp=drivesdk,
LK/370/NN/--/BBY/TM,Candi Prambanan,,,80 x 50 cm,Pelepah pisang,,E05-2,,/TM-Low/LK370NNBBYTM.jpeg,LK_370_NN_--_BBY_TM.pdf,https://drive.google.com/file/d/1ZapjuSso2SdLWBVY7x_QtB5AylcDYcOg/view?usp=drivesdk,
LK/371/AWK/19/BBY/TM,Keep Growing,2019,Andri Wijaya Kusuma,60 x 40 cm,Colored Pencil,,C04-2,,/TM-Low/LK371AWK19BBYTM.jpeg,LK_371_AWK_19_BBY_TM.pdf,https://drive.google.com/file/d/1tcWtZjnDdVbpFzMiEThO6Lu8ZIhmSA6o/view?usp=drivesdk,
LK/372/FSW/19/BBY/TM,Kerek,2019,Felix S Wanto,38 x 53 cm,"Drawing pen, cat air diatas kertas",,D04-1,,/TM-Low/LK372FSW19BBYTM.jpeg,LK_372_FSW_19_BBY_TM.pdf,https://drive.google.com/file/d/1qGJdkMS9gJu7kkMN3qenF48OONHVl95N/view?usp=drivesdk,
LK/373/HND/13/BBY/TM,Benteng Vredeburg,2013,Hendro,36 x 51 cm,Watercolor on paper,,D05-2,,/TM-Low/LK373HND13BBYTM.jpeg,LK_373_HND_13_BBY_TM.pdf,https://drive.google.com/file/d/1eKsmGD4XCg96Bw71h3pdD6QVi4pAm02d/view?usp=drivesdk,
LK/374/WSA/18/BBY/TM,Hasta Apsari,2018,Wisnu Ajitama,,foto dan sketsa,TANDA MATA XII,D11-1,,/TM-Low/LK374WSA18BBYTM.jpeg,LK_374_WSA_18_BBY_TM.pdf,https://drive.google.com/file/d/1zgg3i1vJ9QSE3hF4db8br1MmsFeQsp8j/view?usp=drivesdk,
LK/375/THR/15/BBJ/TM,Perang Suku,2015,T. Hartono,60 x 80 cm,,,D09-2,,/TM-Low/LK375THR15BBJTM.jpeg,LK_375_THR_15_BBJ_TM.pdf,https://drive.google.com/file/d/18s0PVmoDZescIhmMxBz0ErM-oCyj-ipt/view?usp=drivesdk,
LK/376/BOI/06/BBS/TM,Adol Jamu Gendong,2006,Boim,50 x 30 cm,Cat air di atas kertas,Pameran lukisan kelompok Pepiling,C04-1,,/TM-Low/LK376BOI06BBSTM.jpeg,LK_376_BOI_06_BBS_TM.pdf,https://drive.google.com/file/d/1qdYcc0NpMRU3WVFU3ZJVqbrTvFpGaC0W/view?usp=drivesdk,
LK/377/JAB/--/BBS/TM,Nur of Borobudur,2011,Jupri Abdullah,88 x 98 cm,,,D08-2,,/TM-Low/LK377JABBBSTM.jpeg,LK_377_JAB_--_BBS_TM.pdf,https://drive.google.com/file/d/1rOwuxn_Bcb10qPtDZxaV_3AW6Jo8h1-U/view?usp=drivesdk,
LK/378/NGY/17/BBS/TM,Tegar dalam Tempaan Kehidupan,2017,Nanang Yulianto,100 x 100 cm,,,D06-2,,/TM-Low/LK378NGY17BBSTM.jpeg,LK_378_NGY_17_BBS_TM.pdf,https://drive.google.com/file/d/1VoZN1xb9THt1h24hA-BKFSRp7NT-Fl-T/view?usp=drivesdk,
LK/379/SAU/--/BBS/TM,Lukisan Kontemporer,,Saul,66 x 100 cm,,,D07-1,,/TM-Low/LK379SAUBBSTM.jpeg,LK_379_SAU_--_BBS_TM.pdf,https://drive.google.com/file/d/1G0ACyzA2wU1c2eqoXBacXnJ7QKpmBlNE/view?usp=drivesdk,
LK/380/IVA/--/BBS/TM,Perempuan dan Kucing,,Ivan ,60 x 40 cm,,,D11-2,,/TM-Low/LK380IVABBSTM.jpeg,LK_380_IVA_--_BBS_TM.pdf,https://drive.google.com/file/d/1NEq3Tft2jQ_gE84jqAV9plraf9zmf7rK/view?usp=drivesdk,
LK/381/SHD/15/BBS/TM,Wira – Wiri,2015,Sonny Hendrawan,52 x 59 cm,,,D11-2,,/TM-Low/LK381SHD15BBSTM.jpeg,LK_381_SHD_15_BBS_TM.pdf,https://drive.google.com/file/d/1G8U0dkrYRdIp_pfOdQoz7MQq3j1zZisN/view?usp=drivesdk,
LK/382/ASL/--/BBS/TM,Wajah Bayi –,,Agus Salim,49 x 49 cm,,,D06-1,,/TM-Low/LK382ASLBBSTM.jpeg,LK_382_ASL_--_BBS_TM.pdf,https://drive.google.com/file/d/19n24Z2FZAs3yFdXOyfWlFrikVvmHdUFh/view?usp=drivesdk,
LK/383/MEL/96/BBJ/TM,Suatu Hari Di Lintas Melawai,1996,Melodia,46 x 55 cm,Cat minyak di atas kanvas,,,,,LK_383_MEL_96_BBJ_TM.pdf,https://drive.google.com/file/d/1H0SyCcrAyFRlc2kuXaWjgrx5-dO4mBqt/view?usp=drivesdk,
LK/384/NAR/13/BBS/TM,Ikan –,2013,Najib Amrullah,69 x 69 cm,,,D09-2,,/TM-Low/LK384NAR13BBSTM.jpeg,LK_384_NAR_13_BBS_TM.pdf,https://drive.google.com/file/d/1lzag6pHqCjZMzrya7yS-oAYaSjA_p4go/view?usp=drivesdk,
LK/385/OTN/14/BBS/TM,Stones Hair –,2014,Oentoeng Nugroho,35 x 45 cm,Acrylic on canvas,,D07-1,,/TM-Low/LK385OTN14BBSTM.jpeg,LK_385_OTN_14_BBS_TM.pdf,https://drive.google.com/file/d/1YDHLBXm_iut1jrkpm0a39si7_0NeuLxa/view?usp=drivesdk,
LK/386/SAU/--/BBS/TM,Borobudur –,,Saul,100 x 140 cm,,,E08-1,,/TM-Low/LK386SAUBBSTM.jpeg,LK_386_SAU_--_BBS_TM.pdf,https://drive.google.com/file/d/1COQ7rZOxiMijpNpaJ4yLg4vHLh56iko-/view?usp=drivesdk,
LK/387/BYW/14/BBS/TM,Balai Soedjatmoko,2014,Bayu Wardana,120 x 154 cm,Akrilik on canvas,,E08-2,,/TM-Low/LK387BYW14BBSTM.jpeg,LK_387_BYW_14_BBS_TM.pdf,https://drive.google.com/file/d/1gemQsrVTosK8yGrxJt3ixk5Bqugdrv-V/view?usp=drivesdk,
LK/388/JSD/--/BBS/TM,Jual Biola Beli Makan –,,Joe Sidharta,150 x 80 cm,,,E03-1,,/TM-Low/LK388JSDBBSTM.jpeg,LK_388_JSD_--_BBS_TM.pdf,https://drive.google.com/file/d/1dz7rf8xxtEJOJVid0scoQcdxKqJ7duJf/view?usp=drivesdk,
LK/389/SGS/18/BBS/TM,Soedjatmoko ,2018,Sigit Santoso,57 x 57 cm,,,E08-2,,/TM-Low/LK389SGS18BBSTM.jpeg,LK_389_SGS_18_BBS_TM.pdf,https://drive.google.com/file/d/1HEAJZKnmPdBbaEFVrsHuVxgGFiPkk43P/view?usp=drivesdk,
LK/390/WPA/--/BBS/TM,Soedjatmoko 1922 – 1987 ,,WPAP,89 x 65 cm,Cat air di atas kertas,,E08-2,,/TM-Low/LK390WPABBSTM.jpeg,LK_390_WPA_--_BBS_TM.pdf,https://drive.google.com/file/d/1dgn8phutgC0d2igNtW-DhIIFj5E7Tl0Y/view?usp=drivesdk,
LK/391/AGN/14/BBJ/TM,Generation Change,2014,Argo Nunggal,130 x 130 cm,Cat akrilik di atas kanvas,,E08-2,,/TM-Low/LK391AGN14BBJTM.jpeg,LK_391_AGN_14_BBJ_TM.pdf,https://drive.google.com/file/d/1LMJLV7usqI2Lop2ARUSN5S0iLfp3YG62/view?usp=drivesdk,
LK/392/PWJ/--/BBJ/TM,,,Putu Wijaya,75 x 65 cm,Cat akrilik di atas kanvas,,D09-2,,/TM-Low/LK392PWJBBJTM.jpeg,LK_392_PWJ_--_BBJ_TM.pdf,https://drive.google.com/file/d/1Wkc39WltPES2B579A3PyXShkb2ZKunZg/view?usp=drivesdk,
LK/393/KBA/--/BBJ/TM,,,Ketut Budhiana,65 x 50 cm,,,A05-1,,/TM-Low/LK393KBABBJTM.jpeg,LK_393_KBA_--_BBJ_TM.pdf,https://drive.google.com/file/d/1hBeOzKAf8g9Op0KfOp4bA9AS6hlvRs0l/view?usp=drivesdk,
LK/394/HST/00/BBJ/TM,,2000,Hajar Satoto,,,,C17-2,,,LK_394_HST_00_BBJ_TM.pdf,https://drive.google.com/file/d/18gDQ-hsxDInB1VqVSKgfACZFCtI_6QPk/view?usp=drivesdk,
,,,,,,,,,,,,
394,391,381,393,391,376,339,387,394,392,,,1
,,,,,,,,,,,,
ada 2 kode tanpa gambar,,,,,,,,,,,,
